"Name","ID","Enabled","EnabledIOS","EnabledAndroid","EnabledKunlun","EnabledLowEnd","EnabledHighEnd","Type","ShowAsNew","TID","InfoTID","ButtonTID","ButtonURL","NativeIOSURL","NativeAndroidURL","ActionType","IncludedLanguages","ExcludedLanguages","IncludedCountries","ExcludedCountries","IncludedLoginCountries","ExcludedLoginCountries","CenterText","LoadResources","LoadInLowEnd","ItemSWF","ItemExportName","IconSWF","IconExportName","IconFrame","AnimateIcon","CenterIcon","MinTownHall","MaxTownHall","MinLevel","MaxLevel","MaxDiamonds","ClickToDismiss","NotifyAlways","NotifyMinLevel","AvatarIdModulo","ModuloMin","ModuloMax","Collapsed","MinOS","MaxOS","ButtonTID2","ButtonURL2","NativeIOSURL2","NativeAndroidURL2","ActionType2"
,,,,,,,,,,,,,"http://supr.cl/march17_es",,,,"ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_de",,,,"DE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_fr",,,,"FR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_it",,,,"IT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_nl",,,,"NL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_no",,,,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_pt",,,,"PT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_ru",,,,"RU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_tr",,,,"TR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_ar",,,,"AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_ja",,,,"JP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_CSimp",,,,"CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_CTrad",,,,"CNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_ko",,,,"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_fa",,,,"FA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_id",,,,"ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/march17_ms",,,,"MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAR_S1",321,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","news","TRUE","TID_NEWS_RED_TITLE","TID_NEWS_RED_TEXT","TID_DIAMOND_BUNDLE_HERO_INFO","https://www.youtube.com/playlist?list=PLGhzmQmduiLdZqEQ9KIdGnBt3auHIfGWf",,,,,"CN",,,,,"FALSE","TRUE","TRUE","sc/news.sc","news_entry_clasharama",,,0,"TRUE","TRUE",,,0,,0,"FALSE",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAR_S1_AS",322,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","news","TRUE","TID_NEWS_RED_TITLE","TID_NEWS_RED_TEXT","TID_DIAMOND_BUNDLE_HERO_INFO","http://list.youku.com/albumlist/show?id=28927522&ascending=1&page=1",,,,"CN",,,,,,"FALSE","TRUE","TRUE","sc/news.sc","news_entry_clasharama",,,0,"TRUE","TRUE",,,0,,0,"FALSE",,,,,,,,,,,,,
,,,,,,,,,,,,,"https://www.youtube.com/playlist?list=PLmN0xLuardA9G9Y5RaIQOaOvIax1Y7W3Z",,,,"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IOS7",316,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","news","TRUE","TID_NEWS_IOS7_TITLE","TID_NEWS_IOS7_TEXT","TID_NEWS_IOS7_BUTTON","http://supr.cl/ios7",,,,"EN",,,,,,"FALSE","TRUE","TRUE","sc/ui.sc","news_entry_dynamic","sc/ui.sc","news_tutor_icon",0,"TRUE","TRUE",,,0,,0,"FALSE",,,,,,,,"7.0",,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_es",,,,"ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_de",,,,"DE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_fr",,,,"FR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_it",,,,"IT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_nl",,,,"NL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_no",,,,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_pt",,,,"PT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_ru",,,,"RU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_tr",,,,"TR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_ar",,,,"AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_ja",,,,"JP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_CSimp",,,,"CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_CTrad",,,,"CNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_ko",,,,"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_fa",,,,"FA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_id",,,,"ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/ios7_ms",,,,"MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xmas2016Upgrades",306,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","news","TRUE","TID_NEWS_XMAS_2016_UPGRADES_TITLE","TID_NEWS_XMAS_2016_UPGRADES_TEXT",,,,,,,,,,,,"FALSE","TRUE","TRUE","sc/ui.sc","news_entry_troops","sc/characters.sc","archerQueen_lvl4_run1_2",0,"TRUE","TRUE",,,0,,0,"FALSE",,,,,,,,,,,,,
"Xmas2016More",307,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","news","TRUE","TID_NEWS_XMAS_2016_MORE_TITLE","TID_NEWS_XMAS_2016_MORE_TEXT","TID_NEWS_UPGRADE_OS_MORE","http://supr.cl/december16_en",,,,"EN",,,,,,"FALSE","TRUE","TRUE","sc/ui.sc","news_entry_troops","sc/ui.sc","icon_unit_pekka",0,"FALSE","TRUE",,,0,,0,"FALSE",,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_es ",,,,"ES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_de",,,,"DE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_fr",,,,"FR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_it ",,,,"IT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_nl",,,,"NL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_no",,,,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_pt",,,,"PT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_ru",,,,"RU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_tr",,,,"TR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_ar",,,,"AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_ja",,,,"JP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_CSimp",,,,"CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_CTrad",,,,"CNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_ko",,,,"KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_fa",,,,"FA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_id",,,,"ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"http://supr.cl/december16_ms",,,,"MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
